rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score	prad_annotation
6909	PPARGC1B	gene	21390	1.19e-05	24	0.00050723	
6910	OLA1	gene	21389	1.19e-05	20	0.00055181	
6911	SELL	gene	21386	1.189e-05	14	0.00076911	
6912	ARHGAP18	gene	21385	1.189e-05	30	0.00061425	
6913	ISY1-RAB43	gene	21385	1.189e-05	23	0.00058962	
6914	TXNL4A	gene	21385	1.189e-05	26	0.00052579	
6915	ETF1	gene	21385	1.189e-05	20	0.0005664	
6916	CEP70	gene	21384	1.189e-05	23	0.00102298	
6917	TARS2	gene	21384	1.189e-05	28	0.00049566	
6918	KIF5A	gene	21383	1.189e-05	23	0.00070716	
6919	POLG	gene	21381	1.189e-05	20	0.00091432	
6920	MIEF1-2	gene	21375	1.189e-05	23	0.00040264	
6921	SDR42E1	gene	21370	1.189e-05	29	0.00039006	
6922	NQO1	gene	21370	1.189e-05	17	0.001404	
6923	KIF2B	gene	21368	1.188e-05	26	0.00061114	
6924	COPS8	gene	21367	1.188e-05	19	0.00062482	
6925	PLAU	gene	21365	1.188e-05	23	0.00067993	
6926	IGKV1-33	gene	21365	1.188e-05	16	0.00080611	
6927	SAMM50	gene	21357	1.188e-05	27	0.00050865	
6928	MMP9	gene	21356	1.188e-05	20	0.00096856	
6929	FTH1	gene	21355	1.188e-05	21	0.00088522	
6930	CCDC88A	gene	21354	1.188e-05	22	0.00059081	
6931	TMEM59	gene	21352	1.188e-05	21	0.0005488	
6932	TP53I13	gene	21351	1.187e-05	28	0.00040744	
6933	TRIR	gene	21351	1.187e-05	25	0.00048113	
6934	RYR1	gene	21348	1.187e-05	17	0.00085198	
6935	ELP4	gene	21348	1.187e-05	21	0.00071316	
6936	HBS1L	gene	21347	1.187e-05	23	0.00072983	
6937	SOST	gene	21347	1.187e-05	21	0.00089751	
6938	PGD	gene	21346	1.187e-05	22	0.00083363	
6939	GABBR1	gene	21344	1.187e-05	16	0.00094096	
6940	UTP20	gene	21344	1.187e-05	25	0.00044806	
6941	NDUFAF4	gene	21340	1.187e-05	25	0.0004404	
6942	RPL41	gene	21332	1.186e-05	25	0.00058449	
6943	ZMAT2	gene	21328	1.186e-05	23	0.00047524	
6944	ITIH4	gene	21326	1.186e-05	16	0.00113606	
6945	MYCBP2	gene	21326	1.186e-05	22	0.00066123	
6946	KDM4C	gene	21326	1.186e-05	19	0.00085533	
6947	MAIP1	gene	21326	1.186e-05	22	0.0006579	
6948	TLR9	gene	21324	1.186e-05	20	0.00063299	
6949	USP54	gene	21322	1.186e-05	24	0.00059728	
6950	PTPRF	gene	21320	1.186e-05	22	0.00089005	
6951	CHRM2	gene	21320	1.186e-05	19	0.00090023	
6952	IRAK2	gene	21318	1.186e-05	18	0.00104836	
6953	H7C0C1_HUMAN	gene	21317	1.186e-05	24	0.00068484	
6954	CACNA1A	gene	21310	1.185e-05	16	0.00093615	
6955	EFHC2	gene	21308	1.185e-05	18	0.00131901	
6956	ZCCHC3	gene	21307	1.185e-05	26	0.00058531	
6957	CD247	gene	21307	1.185e-05	19	0.00069877	
6958	NSL1	gene	21305	1.185e-05	18	0.00092776	
6959	EEA1	gene	21304	1.185e-05	25	0.00050132	
6960	KSR1	gene	21303	1.185e-05	17	0.00072166	
6961	E2F3	gene	21300	1.185e-05	21	0.0005941	(ergPRAD) E2F transcription factor; amplified at 6p22 in PRAD; ERG-cooperating oncogene in ergPRAD; Drugs: CDK4/6 inhibitors (palbociclib, ribociclib); BET inhibitors indirectly (JQ1, OTX015)
6962	NSFL1C	gene	21299	1.185e-05	23	0.00070436	
6963	DPPA4	gene	21294	1.184e-05	23	0.00090158	
6964	ZGPAT	gene	21293	1.184e-05	23	0.00058658	
6965	CCN2	gene	21293	1.184e-05	20	0.00056266	
6966	DOK4	gene	21292	1.184e-05	15	0.00104756	
6967	RRAGB	gene	21288	1.184e-05	24	0.0009881	
6968	BMPR1B	gene	21284	1.184e-05	18	0.00079622	
6969	POLR3F	gene	21280	1.184e-05	23	0.0007145	
6970	AP4B1	gene	21275	1.183e-05	20	0.00095981	
6971	MOGS	gene	21275	1.183e-05	21	0.00063837	
6972	KATNAL2	gene	21273	1.183e-05	26	0.0004438	
6973	EPHA7	gene	21272	1.183e-05	20	0.00116444	
6974	GUF1	gene	21271	1.183e-05	25	0.00046007	
6975	NUP42	gene	21271	1.183e-05	25	0.00050564	
6976	WDR19	gene	21261	1.182e-05	26	0.00070042	
6977	PKMYT1	gene	21257	1.182e-05	22	0.00087207	
6978	ASAP1	gene	21256	1.182e-05	19	0.00076325	
6979	COL7A1	gene	21255	1.182e-05	19	0.00121317	
6980	SS18	gene	21254	1.182e-05	21	0.00054812	
6981	UBE3C	gene	21253	1.182e-05	19	0.00087611	
6982	CDK3	gene	21252	1.182e-05	15	0.00121595	
6983	LDB1	gene	21252	1.182e-05	22	0.00056158	
6984	CEP63	gene	21251	1.182e-05	26	0.00057088	
6985	PRKAB2	gene	21251	1.182e-05	23	0.00084761	
6986	ANKRD39	gene	21251	1.182e-05	18	0.00102881	
6987	ROCK2	gene	21248	1.182e-05	21	0.00087153	
6988	USP30	gene	21248	1.182e-05	22	0.00064885	
6989	SURF6	gene	21245	1.182e-05	27	0.00065914	
6990	PPP1R13B	gene	21245	1.182e-05	23	0.00052588	
6991	AKNAD1	gene	21244	1.182e-05	22	0.00047324	
6992	TOP3A	gene	21243	1.181e-05	20	0.00084658	
6993	RPRD1A	gene	21237	1.181e-05	23	0.0006137	
6994	NME1-NME2	gene	21234	1.181e-05	25	0.00060566	
6995	PUS7	gene	21233	1.181e-05	28	0.00041021	
6996	CAMK1	gene	21233	1.181e-05	16	0.0015554	
6997	H2AB2	gene	21232	1.181e-05	20	0.00057319	
6998	TNPO3	gene	21231	1.181e-05	23	0.00079833	
6999	TRIM23	gene	21231	1.181e-05	22	0.00052081	
7000	UPK3BL1	gene	21228	1.181e-05	25	0.00069407	
7001	GSPT1	gene	21228	1.181e-05	27	0.00046512	
7002	POMC	gene	21226	1.181e-05	11	0.00171996	
7003	YIPF5	gene	21224	1.18e-05	27	0.0006162	
7004	FCGR1A	gene	21223	1.18e-05	15	0.0011596	
7005	RHOBTB1	gene	21223	1.18e-05	25	0.00055539	
7006	PPP2R2C	gene	21221	1.18e-05	22	0.00069552	
7007	EPHB4	gene	21220	1.18e-05	18	0.00108778	
7008	SEC24B	gene	21220	1.18e-05	26	0.00055856	
7009	SGF29	gene	21220	1.18e-05	26	0.00053988	
7010	RRP8	gene	21218	1.18e-05	27	0.00056383	
7011	NCAPD2	gene	21217	1.18e-05	21	0.00056744	
7012	MPP1	gene	21212	1.18e-05	20	0.00089432	
7013	XPNPEP3	gene	21212	1.18e-05	18	0.00085189	
7014	GATC	gene	21211	1.18e-05	25	0.00067679	
7015	KRT10	gene	21210	1.18e-05	19	0.00062502	
7016	DHRS4	gene	21209	1.18e-05	23	0.00109929	
7017	POTEI	gene	21209	1.18e-05	24	0.00085952	
7018	INTS9	gene	21208	1.18e-05	22	0.00048294	
7019	SH3PXD2B	gene	21208	1.18e-05	21	0.00101725	
7020	HCFC2	gene	21207	1.179e-05	27	0.00048754	
7021	SORBS1	gene	21204	1.179e-05	18	0.00091433	
7022	CAMK2B	gene	21200	1.179e-05	20	0.00098713	
7023	LTBR	gene	21197	1.179e-05	25	0.00079286	
7024	CIAPIN1	gene	21196	1.179e-05	21	0.00093809	
7025	HAUS5	gene	21195	1.179e-05	21	0.00068258	
7026	SEPTIN2	gene	21193	1.179e-05	25	0.00062782	
7027	CENPF	gene	21193	1.179e-05	21	0.00083903	
7028	TRAK1	gene	21190	1.179e-05	21	0.00067879	
7029	CIAO2B	gene	21188	1.178e-05	24	0.00072817	
7030	MSL3	gene	21187	1.178e-05	21	0.00069712	
7031	UFM1	gene	21186	1.178e-05	24	0.00072603	
7032	F12	gene	21185	1.178e-05	19	0.00085082	
7033	H2AC4	gene	21184	1.178e-05	21	0.00055923	
7034	YME1L1	gene	21182	1.178e-05	26	0.00040672	
7035	ZFYVE16	gene	21182	1.178e-05	19	0.00051752	
7036	WRNIP1	gene	21181	1.178e-05	20	0.00057406	
7037	TXLNA	gene	21176	1.178e-05	27	0.00059464	
7038	RAB18	gene	21175	1.178e-05	24	0.0006698	
7039	LSM5	gene	21171	1.177e-05	20	0.00053839	
7040	PEX19	gene	21169	1.177e-05	23	0.00072941	
7041	GET3	gene	21168	1.177e-05	22	0.00066639	
7042	IFIH1	gene	21167	1.177e-05	20	0.00068427	
7043	GOLGB1	gene	21166	1.177e-05	21	0.00053832	
7044	NCAPG	gene	21165	1.177e-05	20	0.00057067	
7045	FCHO1	gene	21164	1.177e-05	17	0.00085122	
7046	SRP19	gene	21161	1.177e-05	21	0.00051493	
7047	TBXA2R	gene	21160	1.177e-05	15	0.0006008	
7048	MAPK8IP3	gene	21159	1.177e-05	18	0.00089999	
7049	DHX40	gene	21157	1.177e-05	25	0.0004504	
7050	POTEE	gene	21155	1.177e-05	26	0.00050144	
7051	VPS18	gene	21152	1.176e-05	22	0.00077114	
7052	ENSP00000493701	gene	21151	1.176e-05	27	0.00047438	
7053	ZNRF4	gene	21150	1.176e-05	28	0.000709	
7054	LIMD1	gene	21148	1.176e-05	21	0.00068687	
7055	RNGTT	gene	21148	1.176e-05	22	0.00045621	
7056	INTS2	gene	21148	1.176e-05	25	0.00046095	
7057	ASCC2	gene	21144	1.176e-05	19	0.00053363	
7058	DCK	gene	21144	1.176e-05	28	0.00052994	
7059	NPM3	gene	21143	1.176e-05	23	0.00066208	
7060	HERC5	gene	21140	1.176e-05	19	0.00079656	
7061	GLS	gene	21139	1.176e-05	24	0.00077041	
7062	DPYSL3	gene	21138	1.176e-05	18	0.00125854	
7063	CDC26	gene	21133	1.175e-05	19	0.00047536	
7064	CSTF1	gene	21130	1.175e-05	23	0.00050162	
7065	FZD7	gene	21129	1.175e-05	19	0.00066041	
7066	STN1	gene	21127	1.175e-05	21	0.00066146	
7067	NGB	gene	21124	1.175e-05	19	0.00070455	
7068	WDR43	gene	21123	1.175e-05	24	0.00051926	
7069	COQ6	gene	21119	1.175e-05	24	0.00059425	
7070	PKP1	gene	21119	1.175e-05	23	0.00082671	
7071	CLPX	gene	21118	1.175e-05	22	0.0006134	
7072	CX3CR1	gene	21117	1.174e-05	10	0.00128528	
7073	C11orf88	gene	21117	1.174e-05	24	0.00052822	
7074	LRGUK	gene	21115	1.174e-05	19	0.00108097	
7075	PKD1	gene	21115	1.174e-05	18	0.00082774	
7076	ECD	gene	21114	1.174e-05	23	0.00064344	
7077	COG3	gene	21113	1.174e-05	24	0.00057245	
7078	PRKAB1	gene	21112	1.174e-05	20	0.00080117	
7079	WNK1	gene	21111	1.174e-05	21	0.00052553	
7080	CCDC12	gene	21111	1.174e-05	22	0.00057581	
7081	FHOD1	gene	21109	1.174e-05	19	0.00080735	
7082	POLR2M	gene	21109	1.174e-05	25	0.0005132	
7083	SALL1	gene	21108	1.174e-05	23	0.00073923	
7084	ITGB7	gene	21107	1.174e-05	17	0.00086102	
7085	GRB14	gene	21107	1.174e-05	18	0.00084989	
7086	PTPRZ1	gene	21107	1.174e-05	19	0.00069449	
7087	BECN2	gene	21105	1.174e-05	16	0.00095508	
7088	TIPRL	gene	21104	1.174e-05	22	0.00080534	
7089	TEAD4	gene	21103	1.174e-05	20	0.00084441	
7090	RANBP1	gene	21103	1.174e-05	22	0.00056392	
7091	CPVL	gene	21102	1.174e-05	22	0.00056488	
7092	DDX31	gene	21102	1.174e-05	26	0.00056174	
7093	GOLPH3	gene	21101	1.174e-05	24	0.00060115	
7094	ETFB	gene	21100	1.174e-05	24	0.00071162	
7095	POLH	gene	21099	1.173e-05	19	0.00061449	
7096	SCN5A	gene	21097	1.173e-05	20	0.0007081	
7097	IL6ST	gene	21096	1.173e-05	15	0.00111402	
7098	TRIM56	gene	21094	1.173e-05	21	0.00073914	
7099	SCML2	gene	21092	1.173e-05	19	0.0006254	
7100	HAUS3	gene	21091	1.173e-05	20	0.00068814	
7101	SURF4	gene	21089	1.173e-05	22	0.00061805	
7102	LY96	gene	21088	1.173e-05	14	0.00090676	
7103	TMED7-TICAM2	gene	21088	1.173e-05	26	0.00039872	
7104	PSMB8	gene	21086	1.173e-05	23	0.00054285	
7105	LTF	gene	21085	1.173e-05	18	0.00102073	
7106	TPP1	gene	21080	1.172e-05	21	0.00047523	
7107	CHMP3	gene	21076	1.172e-05	19	0.00062046	
7108	SIGLECL1	gene	21074	1.172e-05	24	0.00084125	
7109	ABLIM1	gene	21072	1.172e-05	20	0.00066147	
7110	GSE1	gene	21072	1.172e-05	21	0.00048662	
7111	PKLR	gene	21071	1.172e-05	23	0.00058842	
7112	SNF8	gene	21069	1.172e-05	20	0.00053418	
7113	RNASEH2A	gene	21069	1.172e-05	26	0.00076471	
7114	SCAMP2	gene	21068	1.172e-05	23	0.00062812	
7115	UBE2H	gene	21067	1.172e-05	20	0.00082791	
7116	ASPM	gene	21065	1.172e-05	21	0.00082811	
7117	COLGALT1	gene	21065	1.172e-05	16	0.00115493	
7118	BCL3	gene	21065	1.172e-05	17	0.00065333	
7119	PFDN5	gene	21064	1.172e-05	19	0.00054874	
7120	CEP85	gene	21063	1.171e-05	28	0.00046121	
7121	HIRA	gene	21060	1.171e-05	23	0.00062383	
7122	MXD1	gene	21058	1.171e-05	20	0.0004277	
7123	PTPN13	gene	21054	1.171e-05	19	0.00069243	
7124	FBXO6	gene	21053	1.171e-05	21	0.00065994	
7125	RETREG3	gene	21052	1.171e-05	23	0.00062014	
7126	ATP5MC2	gene	21049	1.171e-05	23	0.00069429	
7127	GNGT2	gene	21048	1.171e-05	12	0.0007499	
7128	FGF10	gene	21047	1.171e-05	15	0.00084364	
7129	PIP4K2C	gene	21044	1.17e-05	20	0.00072412	
7130	CHORDC1	gene	21042	1.17e-05	19	0.00071255	
7131	PEX13	gene	21040	1.17e-05	20	0.00077456	
7132	CCDC120	gene	21037	1.17e-05	22	0.00063392	
7133	ERV3-1	gene	21037	1.17e-05	11	0.0015534	
7134	CLASP1	gene	21035	1.17e-05	21	0.0009877	
7135	MAGEA1	gene	21033	1.17e-05	21	0.00092187	
7136	PSMG2	gene	21033	1.17e-05	18	0.00049338	
7137	MFN1	gene	21032	1.17e-05	22	0.00053275	
7138	DR1	gene	21029	1.17e-05	23	0.00051349	
7139	L3MBTL1	gene	21028	1.17e-05	28	0.00043275	
7140	AUP1	gene	21026	1.169e-05	21	0.00072501	
7141	FBLN5	gene	21026	1.169e-05	22	0.00091449	
7142	UBE2J1	gene	21025	1.169e-05	18	0.00094528	
7143	KDM5A	gene	21023	1.169e-05	20	0.00043649	
7144	ING5	gene	21022	1.169e-05	22	0.00072123	
7145	CGN	gene	21022	1.169e-05	20	0.00068111	
7146	TIMMDC1	gene	21017	1.169e-05	22	0.00046234	
7147	ADRA1D	gene	21015	1.169e-05	14	0.00058146	
7148	ERVFRD-1	gene	21014	1.169e-05	12	0.00145831	
7149	LUC7L3	gene	21014	1.169e-05	24	0.00041964	
7150	DPF2	gene	21008	1.168e-05	22	0.00051475	
7151	TTK	gene	21007	1.168e-05	20	0.00051286	
7152	SRSF8	gene	21004	1.168e-05	22	0.0007138	
7153	FANCA	gene	21002	1.168e-05	18	0.00068384	[PRAD target] Fanconi anemia complementation group A; Drugs: PARP inhibitors, platinum-based chemotherapy (carboplatin)
7154	SMC6	gene	21001	1.168e-05	22	0.00068188	
7155	CENPI	gene	20999	1.168e-05	16	0.00116072	
7156	UNC13B	gene	20999	1.168e-05	15	0.00133432	
7157	GABBR2	gene	20997	1.168e-05	12	0.00076373	
7158	ARHGAP35	gene	20996	1.168e-05	17	0.00049707	
7159	PFKL	gene	20995	1.168e-05	21	0.00083975	
7160	TSPAN2	gene	20990	1.167e-05	19	0.00090294	
7161	NUP35	gene	20985	1.167e-05	25	0.00051224	
7162	IFT80	gene	20982	1.167e-05	22	0.00052794	
7163	GNG8	gene	20982	1.167e-05	13	0.00061512	
7164	EXOC8	gene	20979	1.167e-05	18	0.00079076	
7165	SMCHD1	gene	20978	1.167e-05	19	0.0007256	
7166	PURA	gene	20971	1.166e-05	23	0.00046833	
7167	BLK	gene	20968	1.166e-05	20	0.00069048	
7168	P2RY12	gene	20968	1.166e-05	15	0.0009418	
7169	LETM1	gene	20967	1.166e-05	24	0.00041783	
7170	GOLGA5	gene	20967	1.166e-05	22	0.00085307	
7171	B4E171_HUMAN	gene	20967	1.166e-05	16	0.0009798	
7172	ATXN7	gene	20966	1.166e-05	22	0.00038882	
7173	ADD3	gene	20964	1.166e-05	15	0.00110182	
7174	ZBTB10	gene	20959	1.166e-05	23	0.00046965	
7175	IL2RG	gene	20959	1.166e-05	14	0.00116566	
7176	REM1	gene	20959	1.166e-05	20	0.00066977	
7177	NLGN2	gene	20959	1.166e-05	17	0.0011584	
7178	DNAJC28	gene	20959	1.166e-05	28	0.00046061	
7179	UTP23	gene	20957	1.166e-05	26	0.00051976	
7180	GNGT1	gene	20957	1.166e-05	15	0.00057606	
7181	CD8A	gene	20956	1.166e-05	14	0.00130968	
7182	FAM168A	gene	20956	1.166e-05	19	0.00060353	
7183	SCFD1	gene	20955	1.165e-05	20	0.00048945	
7184	WDR74	gene	20953	1.165e-05	21	0.00087555	
7185	RALB	gene	20953	1.165e-05	20	0.00064317	
7186	TRIM4	gene	20951	1.165e-05	19	0.00072052	
7187	ICE1	gene	20949	1.165e-05	19	0.00076743	
7188	GAS7	gene	20947	1.165e-05	23	0.00059512	
7189	COL14A1	gene	20946	1.165e-05	15	0.00159452	
7190	RAPGEF1	gene	20944	1.165e-05	17	0.00070555	
7191	TICRR	gene	20940	1.165e-05	21	0.00048616	
7192	CIITA	gene	20940	1.165e-05	19	0.00086127	
7193	TWISTNB	gene	20940	1.165e-05	20	0.00043397	
7194	AEBP2	gene	20940	1.165e-05	19	0.00045744	
7195	SLIRP	gene	20940	1.165e-05	20	0.00061385	
7196	PRKCQ	gene	20939	1.165e-05	15	0.00063505	
7197	TOR1AIP2	gene	20939	1.165e-05	20	0.00077331	
7198	ATP5MC3	gene	20938	1.165e-05	22	0.00071054	
7199	RPF2	gene	20938	1.165e-05	21	0.00052713	
7200	FZD1	gene	20936	1.164e-05	19	0.00068058	
7201	ACBD3	gene	20932	1.164e-05	21	0.00062577	
7202	AOC3	gene	20930	1.164e-05	27	0.00044667	
7203	RIOK2	gene	20929	1.164e-05	23	0.00044089	
7204	HDGFL2	gene	20928	1.164e-05	24	0.00059582	
7205	GRIK3	gene	20928	1.164e-05	10	0.00113816	
7206	ELP2	gene	20928	1.164e-05	20	0.00072781	
7207	SOX6	gene	20923	1.164e-05	22	0.00065848	
7208	EFNA5	gene	20919	1.163e-05	18	0.00101656	
7209	GLMP	gene	20918	1.163e-05	25	0.00074415	
7210	NOB1	gene	20912	1.163e-05	20	0.0005883	
7211	PDE4B	gene	20912	1.163e-05	18	0.00059611	
7212	DNM3	gene	20911	1.163e-05	21	0.00068105	
7213	ATP2B4	gene	20909	1.163e-05	20	0.00066781	
7214	C1orf35	gene	20905	1.163e-05	25	0.00049502	
7215	PAK5	gene	20904	1.163e-05	21	0.00067409	
7216	UTP25	gene	20904	1.163e-05	21	0.00097703	
7217	UACA	gene	20903	1.163e-05	22	0.00060595	
7218	BANP	gene	20903	1.163e-05	20	0.00070578	
7219	RNF181	gene	20902	1.163e-05	20	0.00119741	
7220	PSMD9	gene	20902	1.163e-05	19	0.00078173	
7221	CCDC33	gene	20901	1.162e-05	19	0.00070588	
7222	LAMA1	gene	20901	1.162e-05	17	0.00081879	
7223	GNG10	gene	20900	1.162e-05	12	0.00104541	
7224	KIF17	gene	20900	1.162e-05	20	0.00073036	
7225	TRAF5	gene	20899	1.162e-05	21	0.00066826	
7226	CD46	gene	20899	1.162e-05	16	0.00118143	
7227	SNTB2	gene	20897	1.162e-05	16	0.00079748	
7228	MUL1	gene	20896	1.162e-05	17	0.00080029	
7229	PLXNB1	gene	20895	1.162e-05	15	0.00055339	
7230	USP24	gene	20891	1.162e-05	21	0.00073527	
7231	FCGR3A	gene	20889	1.162e-05	16	0.00079533	
7232	ZWINT	gene	20888	1.162e-05	24	0.00067013	
7233	LSG1	gene	20886	1.162e-05	24	0.00049838	
7234	C1D	gene	20885	1.162e-05	23	0.00050312	
7235	NEFL	gene	20884	1.162e-05	17	0.00100268	
7236	THBS2	gene	20882	1.161e-05	17	0.00083454	
7237	NAAA	gene	20882	1.161e-05	27	0.00068913	
7238	PRR3	gene	20880	1.161e-05	28	0.00056354	
7239	G6PD	gene	20880	1.161e-05	18	0.00065263	
7240	EHBP1	gene	20876	1.161e-05	15	0.00103606	
7241	BTC	gene	20875	1.161e-05	17	0.00060127	
7242	CYP27B1	gene	20874	1.161e-05	25	0.00045131	
7243	SSX2IP	gene	20873	1.161e-05	24	0.00060184	
7244	AKAP10	gene	20873	1.161e-05	19	0.00068868	
7245	SLC25A12	gene	20871	1.161e-05	22	0.00060732	
7246	HLA-DPB1	gene	20866	1.161e-05	18	0.00076898	
7247	AARSD1	gene	20864	1.16e-05	19	0.00072028	
7248	ASXL2	gene	20864	1.16e-05	20	0.00062076	[PRAD target] ASXL family; chromatin regulation; altered in PRAD; Drugs: EZH2 inhibitors (investigational)
7249	ANAPC15	gene	20863	1.16e-05	19	0.00048016	
7250	YBX2	gene	20861	1.16e-05	25	0.0004844	
7251	PLEKHA2	gene	20860	1.16e-05	21	0.00059547	
7252	RAP1GDS1	gene	20860	1.16e-05	21	0.00079823	
7253	DCAF4L2	gene	20859	1.16e-05	19	0.0008301	
7254	SEC23IP	gene	20858	1.16e-05	22	0.00060316	
7255	LRIF1	gene	20857	1.16e-05	26	0.0005613	
7256	PTPRA	gene	20856	1.16e-05	17	0.0006761	
7257	MIB2	gene	20856	1.16e-05	20	0.00052508	
7258	CSF3	gene	20856	1.16e-05	18	0.00096348	
7259	ZNF324B	gene	20856	1.16e-05	28	0.00053192	
7260	SCAF4	gene	20854	1.16e-05	23	0.00059049	
7261	E7ENQ6_HUMAN	gene	20852	1.16e-05	23	0.00051145	
7262	FOXJ2	gene	20852	1.16e-05	26	0.0005987	
7263	SP3	gene	20852	1.16e-05	17	0.00089531	
7264	RRM2	gene	20849	1.16e-05	17	0.00090798	
7265	COG2	gene	20849	1.16e-05	22	0.00057769	
7266	IPPK	gene	20848	1.16e-05	24	0.00065104	
7267	FAAP100	gene	20848	1.16e-05	19	0.000848	
7268	POLR2J3	gene	20847	1.159e-05	24	0.00060928	
7269	TUBGCP4	gene	20846	1.159e-05	25	0.00048152	
7270	ABRAXAS2	gene	20846	1.159e-05	20	0.00051994	
7271	COX7A1	gene	20843	1.159e-05	22	0.00041399	
7272	NR1H2	gene	20842	1.159e-05	17	0.00066434	
7273	ZNF219	gene	20840	1.159e-05	20	0.00057081	
7274	NCOA5	gene	20838	1.159e-05	26	0.00051583	
7275	SHMT1	gene	20838	1.159e-05	16	0.00122294	
7276	CATSPER1	gene	20837	1.159e-05	13	0.00214818	
7277	NKX3-1	gene	20834	1.159e-05	22	0.00064465	[PRAD target] Prostate-specific tumor suppressor; AR target gene; Drugs: no direct inhibitor; AR-axis therapy relevant
7278	TF	gene	20833	1.159e-05	19	0.00086082	
7279	OST4	gene	20832	1.159e-05	24	0.00062218	
7280	NUP54	gene	20831	1.159e-05	22	0.00053734	
7281	NFATC2IP	gene	20831	1.159e-05	23	0.00072514	
7282	NR0B2	gene	20828	1.158e-05	19	0.00089008	
7283	HSPA14	gene	20826	1.158e-05	19	0.00056584	
7284	DPP4	gene	20826	1.158e-05	13	0.00134498	
7285	GOSR2	gene	20826	1.158e-05	18	0.00108195	
7286	CCDC71	gene	20826	1.158e-05	18	0.00077805	
7287	H2BC7	gene	20825	1.158e-05	18	0.0006592	
7288	HNRNPCL1	gene	20825	1.158e-05	24	0.00064873	
7289	SELENOS	gene	20825	1.158e-05	19	0.00052999	
7290	CDKN2B	gene	20825	1.158e-05	18	0.00070827	
7291	KLF5	gene	20824	1.158e-05	19	0.00048798	
7292	CD79A	gene	20821	1.158e-05	14	0.00104963	
7293	PLAT	gene	20821	1.158e-05	18	0.00060501	
7294	PEX12	gene	20821	1.158e-05	19	0.00077209	
7295	CARS1	gene	20820	1.158e-05	23	0.00072097	
7296	M6PR	gene	20818	1.158e-05	18	0.00081547	
7297	KDM2A	gene	20817	1.158e-05	19	0.00044061	
7298	PLK4	gene	20817	1.158e-05	24	0.00061263	
7299	TLR3	gene	20815	1.158e-05	16	0.00072803	
7300	AGK	gene	20815	1.158e-05	19	0.00085554	
7301	ELL3	gene	20813	1.158e-05	19	0.0008141	
7302	HLTF	gene	20810	1.157e-05	20	0.00063105	
7303	ENAH	gene	20809	1.157e-05	20	0.00070069	
7304	CACNG4	gene	20807	1.157e-05	16	0.00091762	
7305	SNX18	gene	20806	1.157e-05	20	0.00053531	
7306	SCGB2A2	gene	20805	1.157e-05	22	0.00094392	
7307	FMC1	gene	20801	1.157e-05	21	0.00075619	
7308	CYB5A	gene	20801	1.157e-05	21	0.00104908	
7309	A2M	gene	20800	1.157e-05	21	0.00075713	
7310	WLS	gene	20798	1.157e-05	21	0.00089238	
7311	TGFB3	gene	20796	1.157e-05	14	0.00084135	
7312	GPM6A	gene	20794	1.157e-05	18	0.00171341	
7313	FAHD1	gene	20792	1.156e-05	21	0.00124718	
7314	MAPKAP1	gene	20791	1.156e-05	19	0.00059591	
7315	SCN10A	gene	20791	1.156e-05	22	0.00076881	
7316	KANSL2	gene	20791	1.156e-05	23	0.00061387	
7317	LAMA2	gene	20786	1.156e-05	16	0.00100823	
7318	CHFR	gene	20786	1.156e-05	16	0.00083395	
7319	NDUFB2	gene	20785	1.156e-05	21	0.00048764	
7320	GPHN	gene	20785	1.156e-05	19	0.00070301	
7321	PER2	gene	20783	1.156e-05	17	0.00077208	
7322	GRXCR1	gene	20783	1.156e-05	18	0.00087522	
7323	IFT122	gene	20781	1.156e-05	21	0.00079231	
7324	IPO9	gene	20781	1.156e-05	20	0.00054869	
7325	PLD1	gene	20780	1.156e-05	20	0.00088652	
7326	NLE1	gene	20779	1.156e-05	20	0.00072101	
7327	ADSS2	gene	20777	1.156e-05	22	0.00066643	
7328	FLT4	gene	20776	1.156e-05	13	0.00110153	
7329	CTSZ	gene	20775	1.155e-05	19	0.00070374	
7330	CETN1	gene	20775	1.155e-05	17	0.00056635	
7331	ATP5MF	gene	20774	1.155e-05	24	0.00044615	
7332	AKAP7	gene	20774	1.155e-05	24	0.00052708	
7333	PSMB9	gene	20772	1.155e-05	21	0.00053876	
7334	KCNJ10	gene	20769	1.155e-05	14	0.0013578	
7335	JPH1	gene	20766	1.155e-05	24	0.00058787	
7336	MMP14	gene	20760	1.155e-05	17	0.00070122	
7337	RBM28	gene	20759	1.155e-05	22	0.00057765	
7338	CREB5	gene	20758	1.155e-05	20	0.0006997	
7339	BRF2	gene	20757	1.154e-05	20	0.00076447	
7340	CYB5B	gene	20756	1.154e-05	21	0.00108746	
7341	CFH	gene	20755	1.154e-05	14	0.00112866	
7342	RIPOR2	gene	20755	1.154e-05	17	0.00057004	
7343	PIDD1	gene	20754	1.154e-05	17	0.00081836	
7344	SGK1	gene	20754	1.154e-05	19	0.0006338	
7345	PRDM1	gene	20753	1.154e-05	16	0.00063751	
7346	PJA1	gene	20751	1.154e-05	23	0.00072181	
7347	CDK5R1	gene	20749	1.154e-05	15	0.00077218	
7348	TNFRSF10B	gene	20748	1.154e-05	18	0.00074368	
7349	EIF1B	gene	20748	1.154e-05	21	0.00040377	
7350	SNRNP35	gene	20745	1.154e-05	25	0.00043842	
7351	RAB27B	gene	20745	1.154e-05	17	0.00151085	
